19
805 963
510 771 270
250 767 -254
707 372 -485
547 203 820
179 793 915
17 447 -908
218 390 305
578 637 -450
342 449 -661
416 106 -4
864 154 -276
219 289 119
882 125 245
541 278 390
448 537 -676
479 797 548
625 51 975
531 726 809
338 788 -401
547 711 721
49 383 984
171 665 365
379 583 595
323 608 900
635 134 -407
139 617 -998
38 539 -180
734 61 831
369 825 -738
324 575 -562
14 436 497
823 215 747
184 275 507
800 474 358
571 607 -325
765 213 -246
590 334 -415
773 264 -225
361 283 -97
183 758 -939
549 784 -896
565 89 -352
588 74 670
216 874 -592
702 890 791
777 763 -647
545 787 582
596 123 -560
383 47 721
529 828 -751
255 153 564
475 654 -893
597 846 -862
341 25 740
816 383 612
216 417 -895
308 584 755
699 648 111
470 310 -643
545 75 -254
147 889 835
641 819 124
170 231 682
346 794 389
378 126 301
9 632 411
883 728 -816
732 294 831
536 838 456
87 556 556
648 355 576
204 846 -389
628 747 434
32 212 90
270 106 1000
443 616 285
677 428 465
162 228 -853
189 281 -660
529 154 -409
479 396 -954
845 613 236
457 140 -899
94 569 -944
303 185 138
791 732 536
841 298 391
647 576 -588
337 677 857
147 642 -359
365 347 -962
356 251 615
37 108 -326
591 293 936
658 691 976
841 668 -241
92 469 -482
455 433 -288
898 264 -229
301 472 -13
794 189 672
669 490 -20
73 11 -724
228 72 365
244 307 941
20 310 541
800 315 -709
776 829 99
255 720 313
768 50 76
427 473 910
238 223 660
512 190 -886
701 394 32
216 491 300
228 467 -589
318 157 -562
529 41 -82
447 221 770
120 736 -20
632 788 -481
578 784 882
857 592 -286
579 160 -252
369 408 325
871 248 -481
11 420 169
511 677 -253
230 585 913
214 399 757
506 180 583
324 882 929
142 25 685
596 22 -65
385 640 879
574 108 -749
417 491 12
613 338 -612
855 671 530
697 639 -803
685 894 -899
352 592 259
774 273 -265
258 894 -755
267 799 949
10 205 -867
451 712 -314
589 382 716
52 198 -549
171 274 -156
263 574 495
394 661 614
136 892 216
758 433 961
41 96 -39
327 521 234
24 539 -886
661 791 -306
195 370 921
853 329 -197
630 286 -799
862 370 -266
869 394 700
13 19 -4
667 239 729
366 834 -810
142 581 844
242 380 938
323 866 341
758 795 12
494 100 432
643 463 -719
453 30 -391
406 97 290
56 82 -633
733 144 538
64 359 477
709 128 -988
105 752 -980
274 558 -850
811 173 331
561 268 -181
838 831 -176
384 403 236
577 856 752
680 18 248
446 192 577
861 754 -645
531 707 127
341 451 54
188 358 -205
523 434 494
900 833
602 530 196
257 264 487
350 209 -337
181 702 273
760 83 -438
541 126 571
815 225 -863
831 700 817
567 444 256
59 435 -969
247 885 -492
856 229 -546
674 714 557
886 495 -244
176 256 193
474 125 129
586 402 554
237 366 -665
200 660 -435
232 240 -966
336 395 -850
149 105 -889
332 862 -50
309 888 183
682 188 -277
742 78 404
751 196 -738
796 262 924
464 414 649
176 840 -788
850 114 -166
758 606 389
580 652 -301
30 285 57
779 337 987
719 580 -721
134 746 617
60 348 -805
632 108 658
835 650 298
653 128 -96
588 754 -553
539 295 -765
328 834 889
283 875 389
315 326 -928
20 897 -415
182 762 512
632 756 -75
527 114 -574
713 348 69
47 723 -244
810 178 83
36 873 -645
795 211 -280
866 68 822
833 741 -307
208 84 368
2 261 -488
827 79 -52
126 732 698
758 613 -590
41 365 -228
467 110 -607
223 405 -611
612 506 -556
85 271 -103
8 471 983
875 513 607
572 621 790
655 13 362
616 619 -742
316 875 136
676 1 753
891 794 234
146 745 240
221 259 -590
121 347 -494
430 159 -560
268 545 -739
221 231 733
188 640 -396
544 305 899
341 91 914
184 105 -474
654 868 803
519 149 776
256 803 958
602 248 227
370 355 -634
454 739 -504
334 298 -3
857 732 -432
145 388 -394
761 666 -203
218 534 916
469 845 -279
810 458 -276
112 603 -985
110 319 175
137 174 759
323 629 964
408 19 300
748 195 171
390 663 1000
691 808 -845
471 175 179
657 164 695
560 709 744
645 329 -466
485 589 161
774 704 918
843 326 830
160 380 880
611 113 -366
737 16 997
96 537 -986
782 700 -267
139 462 754
890 538 617
725 688 769
107 346 -221
773 553 987
134 811 781
506 685 83
159 894 890
493 348 659
643 468 -261
118 722 -511
253 531 -980
769 394 960
62 317 -365
551 126 918
569 158 375
837 441 -945
618 615 -512
818 597 973
690 132 903
165 312 -37
40 535 764
104 679 952
189 298 795
532 334 434
83 223 -972
218 94 -455
488 361 708
4 816 809
729 310 287
139 261 987
467 763 318
121 72 11
389 98 366
843 673 -193
653 746 171
514 575 774
170 597 -977
228 206 972
32 316 481
582 337 522
229 337 -480
164 624 -87
261 713 -196
710 189 805
604 32 -693
18 822 -251
49 15 740
559 56 -823
895 427 -399
441 539 -236
421 566 -335
404 469 -552
465 77 675
634 360 425
232 5 168
237 204 -984
404 849 -660
89 146 -412
880 649 91
448 309 450
605 725 460
383 556 66
138 485 44
120 119 -866
866 728 110
52 856 607
287 405 -883
188 771 359
537 672 76
576 434 83
510 867 566
741 749 729
77 94 -149
666 701 -758
135 658 578
846 476 -57
150 33 -676
391 364 957
746 748 535
427 386 415
741 10 645
720 542 -771
220 657 26
729 602 549
604 774 668
468 470 -217
492 587 690
148 64 259
794 50 -305
347 608 -798
816 61 965
652 662 -666
774 727 554
502 295 -719
863 142 -447
197 705 -725
152 136 -334
325 456 402
713 715 148
455 380 -568
216 414 -234
767 180 -499
825 773 -703
422 759 -649
900 718 -671
758 884 411
592 378 505
110 871 -856
435 91 -968
814 498 -409
109 353 43
141 821 -142
501 825 -761
846 175 649
38 44 105
495 749 -703
491 508 -484
194 495 729
818 186 -685
728 235 -279
585 60 -640
684 649 843
592 599 192
209 525 -336
334 574 -478
51 158 565
778 220 -368
879 738 406
67 384 -873
186 262 354
26 372 601
506 625 32
329 853 808
851 471 284
431 29 96
750 69 815
743 104 -427
52 125 -832
353 619 605
810 601 -265
248 86 -795
519 522 85
665 18 -607
195 815 437
512 683 -721
821 605 770
539 797 -895
625 822 -894
665 684 911
716 625 387
706 765 -12
163 456 693
830 407 -570
638 493 921
260 876 -983
459 155 -12
687 190 889
557 543 -480
291 550 608
401 275 -260
482 750 -668
755 468 -130
196 104 44
510 468 -853
503 870 54
95 691 -689
156 770 -446
636 696 853
372 213 -179
40 882 405
798 146 742
50 38 -919
246 721 171
543 769 -592
824 463 -989
734 477 -843
449 770 -902
592 426 177
244 10 337
190 777 774
195 684 -113
504 558 -121
35 627 -704
163 36 224
195 415 -941
201 738 933
706 808 -650
133 476 411
675 247 -685
858 280 230
470 805 -548
23 562 -617
553 663 -876
710 583 -845
177 474 309
18 246 666
658 739 -88
783 93 316
163 414 -404
626 339 598
586 475 -967
169 658 -563
653 608 254
489 814 441
452 438 545
822 486 -534
503 588 -561
582 469 762
740 124 -608
621 97 -834
368 682 -21
662 195 697
567 35 626
400 159 -419
36 270 -82
851 705 -870
212 628 -196
397 594 -172
399 92 197
810 348 -67
639 88 -463
262 87 22
243 755 950
709 745 -823
453 163 863
798 362 -595
868 564 439
898 741 935
135 565 366
259 254 -160
112 103 -805
859 698 139
134 77 683
184 348 -711
785 893 -894
814 532 21
793 367 -815
107 424 673
176 611 594
897 126 770
812 261 181
29 495 -220
442 761 204
380 221 866
782 889 826
329 750 -816
334 622 -873
635 633 101
224 211 955
694 179 -640
133 27 -577
466 894 856
7 295 503
846 633 607
315 754 -226
696 88 473
120 130 235
787 266 -708
428 643 -232
748 749 141
510 229 -963
627 237 -331
532 34 -577
63 834 -345
403 463 946
420 13 -754
723 94 395
835 141 -599
645 717 -804
282 738 -568
649 430 534
493 894 24
691 447 187
111 511 932
180 799 -552
339 577 -945
354 149 868
226 771 -114
804 520 -269
455 462 -469
659 604 839
358 393 -80
552 649 504
612 736 896
346 239 -80
837 216 -347
884 332 717
714 611 324
318 54 86
353 631 791
423 588 427
397 261 -76
697 68 563
608 312 -145
470 111 170
582 436 -413
190 688 -736
585 679 251
138 721 806
142 505 46
289 813 -740
873 740 70
558 721 -427
843 532 754
186 819 -146
690 756 -616
666 773 -662
737 710 -966
294 691 -664
898 466 72
715 524 -212
156 474 696
174 327 -67
102 94 -323
272 324 -809
783 888 422
478 108 555
463 708 568
762 147 -218
552 129 -770
357 874 368
790 101 -664
561 840 93
734 762 609
465 91 -769
741 317 -624
329 641 -735
826 584 833
386 106 -704
322 839 -334
414 195 -159
356 294 890
583 285 -119
49 863 -647
43 591 -434
793 10 -735
638 236 -882
864 589 546
6 62 -450
899 580 224
540 859 591
606 652 -339
876 827 97
472 707 -1000
361 422 -388
401 101 454
259 27 479
234 458 -224
192 397 691
129 427 -266
715 670 -503
390 217 -668
126 530 -990
481 751 375
769 499 298
647 873 -815
822 742 562
112 769 -289
778 107 -688
815 560 -937
632 560 880
372 868 809
794 284 -190
306 395 630
555 181 34
542 872 -991
311 900 -478
276 900 313
188 146 800
835 1 667
78 320 -445
164 685 -417
393 893 513
625 154 835
417 594 297
746 275 191
4 882 -735
132 475 586
664 689 -464
40 757 787
577 421 -536
62 73 489
764 409 -756
848 3 846
288 554 -431
110 897 636
755 264 68
510 547 897
893 840 441
139 194 -378
789 847 -83
750 319 417
598 745 -74
608 340 -272
783 890 -949
449 585 706
19 268 310
368 583 879
801 540 100
360 400 214
181 75 -149
162 609 441
359 689 -89
803 475 113
812 537 -231
649 583 110
431 80 758
788 356 623
466 8 658
36 286 901
408 286 -193
780 569 309
19 271 658
1 574 994
368 833 931
48 651 402
662 513 117
713 32 351
519 67 -338
843 176 590
678 438 918
403 505 250
493 669 963
360 7 390
734 874 272
739 11 812
415 184 -979
307 701 915
517 583 -871
779 104 -3
751 451 -994
335 670 -440
688 870 295
14 268 -19
91 785 978
804 305 664
361 710 -718
308 294 -886
365 854 330
507 419 -48
336 864 -702
50 630 771
1 342 -871
306 896 -524
121 230 -709
479 637 201
256 569 -422
622 348 160
711 740 289
394 730 539
779 695 984
263 395 25
59 51 35
884 593 884
510 598 188
212 385 -174
583 197 858
408 159 -162
518 666 -152
571 224 -16
397 324 295
472 189 -728
792 845 647
558 167 -634
785 80 493
248 790 -273
389 187 84
577 619 -590
433 273 370
489 354 -624
492 777 359
253 453 -762
770 511 845
640 816 124
782 222 -295
529 24 -68
123 355 -531
733 292 -464
239 844 80
841 489 -948
148 469 761
109 322 -932
745 384 101
111 286 404
566 732 -730
395 188 -955
691 428 -620
677 275 968
836 473 764
242 413 -79
553 850 724
10 886 476
120 477 569
391 336 165
40 589 -181
414 591 -131
665 681 -122
191 382 538
637 861 406
90 39 149
543 164 732
505 201 -88
805 249 -969
214 271 -493
867 684 -214
146 549 -543
280 314 -693
118 126 -963
552 355 -479
851 253 570
86 98 -801
346 534 300
457 653 -992
857 253 -865
266 192 -276
194 236 -399
98 152 802
207 581 -45
287 112 533
457 732 613
714 606 295
152 454 -533
723 426 310
404 204 884
578 59 -290
134 369 -155
749 289 -51
745 372 -686
581 112 191
616 854 501
728 108 268
132 732 82
667 612 -64
828 414 106
211 323 385
194 80 837
749 467 54
418 236 -342
255 65 337
890 736 -548
801 301 149
417 736 941
8 549 389
361 620 -828
43 77 893
199 245 -104
337 610 -445
642 771 -958
177 120 126
83 827 -813
768 687 -96
550 36 384
462 169 904
426 543 -875
570 351 -364
701 39 -252
128 68 881
558 804 -102
499 84 404
418 486 720
230 104 -798
894 298 -643
390 295 -764
256 345 659
602 399 -438
568 462 247
337 378 -532
105 170 -510
229 42 -76
845 792 -85
44 196 12
682 338 -886
849 423 30
255 529 105
623 543 449
11 809 992
883 837 30
153 348 -342
841 286 -249
333 155 218
807 117 375
150 860 -405
465 232 7
318 478 273
642 787 -371
290 500 -335
679 531 -362
832 579 -771
180 740 538
390 78 242
633 759 696
557 281 469
504 662 836
402 250 -839
854 28 829
331 85 -768
559 441 886
63 482 852
685 597 -631
468 216 -628
346 823 -578
829 680 -70
752 350 712
181 221 -497
282 487 971
628 882 -579
357 213 -844
78 161 206
709 757 923
807 315 -915
438 526 924
852 602 -345
233 812 895
450 687 728
330 744 27
747 680 970
82 90 83
889 54 883
640 609 -202
664 410 -440
876 855 284
834 827 441
210 886 -253
426 554 992
198 68 -689
438 680 -287
456 296 -117
182 247 -197
107 10 349
523 41 552
870 298 743
328 14 550
168 236 -951
429 759 -178
82 470 -793
231 64 -622
424 197 -771
135 627 263
790 730 -306
890 845 709
98 550 179
573 809 -601
377 341 101
89 275 840
542 99 -594
282 344 327
411 488 670
168 896 7
826 619 459
523 3 143
629 201 224
583 111 938
616 331 826
459 737 498
769 726 -480
496 220 972
839 80 625
150 808 -491
429 601 -562
195 410 -216
116 521 -922
20 733 -24
660 366 -594
422 607 602
848 400 -501
780 21 51
445 765 -519
863 450 489
727 104 92
267 321 595
12 774 266
387 348 -918
506 728 320
12 584 -377
594 742 557
425 580 817
748 4 -154
804 698 288
485 522 199
216 745 383
745 521 -987
14 232 -710
157 406 -418
516 344 95
163 747 937
513 274 -19
563 491 618
507 334 700
391 837 -52
885 481 990
419 705 -449
745 226 -719
683 329 699
99 173 -80
721 803 423
588 838 -121
195 349 465
718 94 -310
568 873 864
589 512 -927
575 727 652
213 824 858
31 773 874
495 272 29
385 835 588
468 39 808
303 257 -414
257 303 475
543 807 -738
671 560 292
102 138 479
798 513 -760
702 169 267
184 872 74
931 908
602 626 469
257 66 -474
172 78 253
666 210 943
183 740 354
192 63 183
612 211 841
85 419 709
95 854 278
212 262 -118
678 208 574
134 118 -825
329 450 627
778 423 -863
209 927 -260
606 590 886
782 574 95
264 328 684
175 620 -6
667 510 -565
694 821 304
82 362 -72
706 274 916
349 773 -742
761 384 328
94 436 -156
15 464 -558
843 123 794
326 752 875
391 567 247
68 379 111
261 697 822
516 195 288
36 686 84
28 572 -928
178 50 581
391 918 -337
547 126 -302
806 693 -867
702 690 121
670 737 913
262 707 377
119 602 -922
725 304 -486
615 36 -933
853 559 -355
433 45 452
545 265 -23
729 666 83
697 346 977
544 809 215
315 685 329
931 368 -735
225 326 -989
21 220 -761
446 200 237
526 421 246
174 200 101
101 800 247
726 231 -234
631 442 -281
108 374 118
53 194 -983
202 791 -956
928 89 619
124 375 392
11 875 760
373 829 -746
470 277 -841
763 408 762
756 272 946
143 603 -46
489 817 988
116 713 -335
226 660 -229
235 466 -283
740 142 -578
241 68 811
162 448 449
822 160 -758
732 902 -296
436 284 -216
893 345 935
436 586 196
649 10 -3
567 174 -47
328 109 -323
864 721 -544
646 856 302
774 868 603
905 41 -60
729 856 -207
644 239 -221
118 660 -774
369 373 664
716 794 880
662 555 -733
389 450 -901
247 274 432
124 800 632
644 406 -160
88 297 -688
308 598 108
838 449 -29
147 603 -727
198 235 216
683 665 274
329 643 180
198 412 69
108 54 -74
394 389 -388
109 287 492
55 886 533
811 863 -604
614 460 383
124 912 -456
105 449 -85
457 743 301
53 319 -673
408 890 -323
882 559 -382
745 160 827
509 693 938
691 213 -455
494 39 837
603 676 -44
330 871 6
57 2 -803
274 470 -34
367 386 -767
214 710 21
915 708 -79
169 800 3
612 231 -108
107 671 -699
582 137 -51
550 709 -80
644 702 996
95 566 954
281 411 789
131 616 319
47 749 -430
909 231 20
748 6 -541
440 68 395
396 22 365
297 153 28
298 104 527
136 704 -506
670 488 -167
274 265 33
84 602 -910
169 54 -437
663 866 872
104 362 -188
113 390 176
642 459 -404
422 835 371
54 785 11
47 788 730
415 248 461
890 484 633
908 575 -243
258 471 350
269 900 -633
332 700 756
397 882 348
830 39 -470
864 390 -681
881 409 -258
45 797 865
168 359 816
525 545 305
135 167 645
408 602 426
743 368 -506
593 649 -585
167 205 611
663 407 -750
394 206 789
712 52 980
540 563 480
814 869 74
826 337 309
244 260 -146
563 923 81
291 422 841
689 771 385
58 133 74
114 50 -676
785 139 105
20 899 -421
34 135 -158
416 537 544
647 641 122
508 64 -175
111 419 795
292 917 -805
474 186 -375
600 564 -53
198 429 321
456 524 53
376 378 -534
812 421 818
892 612 -444
177 653 -203
395 48 388
762 729 495
693 256 302
575 547 -989
14 696 916
277 291 -409
555 426 -421
271 624 -418
627 152 855
526 287 410
454 553 79
695 510 921
925 205 934
144 370 -685
129 375 -330
485 295 523
120 351 -841
685 136 -415
746 289 -219
309 108 32
692 558 -272
166 846 16
871 353 294
419 603 459
105 29 215
824 22 418
211 95 -528
692 40 903
862 243 -175
668 284 -633
147 562 525
238 505 151
158 683 778
436 804 -636
629 268 -572
128 750 505
790 384 634
514 33 -956
86 744 64
78 716 -834
515 801 434
696 167 685
418 149 -989
702 165 -495
555 745 -783
470 822 673
546 27 -438
419 866 768
498 7 -773
925 7 -624
127 486 -132
426 300 380
198 135 -945
264 92 -895
331 203 602
8 145 -966
634 306 614
255 276 575
210 240 -613
543 488 -15
599 220 -176
525 521 -534
5 322 130
848 422 932
854 181 518
84 495 588
8 334 -224
512 397 698
631 517 -698
462 684 282
927 467 -102
71 448 -854
306 595 -511
116 840 34
546 721 91
656 762 -888
201 204 721
931 134 720
434 837 -57
452 681 -2
729 892 -700
806 653 65
399 537 -722
286 727 382
610 647 512
415 435 850
743 261 -521
920 286 746
503 63 226
879 530 686
112 831 521
821 23 681
744 94 985
646 151 -949
561 511 349
886 707 320
290 458 764
876 145 289
610 178 671
191 774 -800
398 519 -973
929 706 159
635 632 -651
913 650 -820
839 264 -387
692 393 564
453 851 780
785 414 217
277 56 -228
504 358 988
658 444 -554
125 477 576
454 224 -285
342 856 672
861 180 -475
913 605 -351
900 22 -957
296 771 123
766 30 -507
74 81 163
125 145 174
303 609 2
360 837 681
619 739 690
711 401 26
332 166 979
624 521 736
730 846 -928
778 374 827
405 141 -731
745 221 -884
666 664 -541
900 101 -408
758 113 94
130 66 126
675 246 -300
714 65 575
54 741 46
468 820 -872
657 269 784
426 455 259
415 777 762
920 468 -717
624 752 -617
676 621 -122
615 530 625
184 385 -842
132 485 317
199 388 867
117 144 -662
462 508 -131
898 547 -837
482 32 -856
876 181 -428
267 153 486
532 416 -695
80 317 -827
713 427 -657
250 452 -622
861 208 -488
759 735 -852
171 202 -609
436 68 -515
410 480 668
826 736 91
135 548 -391
338 103 -669
541 885 -629
51 909 -188
288 642 615
346 868 -949
348 908 -89
222 756 -790
905 826 277
332 229 -186
873 683 173
444 919 -208
689 447 -408
787 191 180
172 763 164
206 95 722
35 282 -334
725 586 554
606 705 -977
434 364 418
17 183 -864
604 713 733
895 331 163
37 117 443
493 442 969
769 114 -669
123 137 544
178 406 -114
928 31 762
304 448 -495
166 175 350
1 505 144
711 442 -546
839 64 -97
844 591 388
77 446 761
220 712 594
877 387 -959
190 681 -718
812 448 996
631 454 -932
105 399 723
341 559 -669
9 216 337
384 420 -199
402 70 990
120 632 23
364 789 -133
391 120 -242
520 550 -44
488 48 -592
464 239 -227
498 835 -162
658 568 917
312 756 -827
553 727 690
466 102 -728
422 319 242
546 337 -596
35 436 -586
715 875 49
385 409 20
64 393 -575
421 357 905
117 403 220
717 315 -379
39 156 957
523 741 431
201 693 174
915 235 -170
694 561 3
61 282 -790
878 335 185
162 177 -302
804 67 949
906 786 -804
690 292 -20
298 912 734
697 691 -611
905 265 -485
319 284 941
597 907 438
533 797 -461
105 868 -711
346 900 930
763 152 -421
272 118 -822
271 560 266
735 154 -133
429 551 36
37 163 -884
432 247 -520
649 441 4
486 673 -194
15 867 -304
162 860 785
465 244 217
881 380 282
905 437 -81
775 399 880
452 246 494
62 512 -635
423 910 72
184 701 428
94 258 890
55 670 1000
507 485 -166
177 812 649
105 244 -848
361 839 406
245 814 -678
930 202 675
489 462 338
174 224 -348
417 663 310
773 640 -599
793 308 -402
202 274 76
629 657 -376
280 685 363
493 494 -588
685 174 -143
334 924 -665
881 600 -397
606 271 -812
897 394 118
463 11 -512
695 234 -894
69 777 934
530 504 35
187 169 1000
335 464 848
738 317 -133
29 886 -654
350 815 893
383 268 -192
489 415 -376
67 849 75
645 799 624
489 726 455
162 483 -476
825 771 -14
704 826 -285
602 471 -135
648 853 142
803 663 -732
243 590 150
439 33 132
121 745 -126
253 588 -512
895 276 -391
